Bin | Vol (cm^3) | T (kT) | kT_lo  |  kT_hi |  n (cm^-3) |       n_lo |       n_hi | P (erg cm^-3) |       P_lo |       P_hi |      Yparm
284 | 3.8035e+67 | 4.8614 |  0.135 |  0.136 |   0.062203 |  0.0087517 |  0.0087868 |    4.8443e-10 | 6.9473e-11 | 6.9761e-11 | 1.4476e-05
285 | 4.0893e+67 | 5.0109 | 0.1396 | 0.1409 |    0.05993 |  0.0083453 |  0.0083938 |    4.8109e-10 |  6.832e-11 | 6.8725e-11 | 1.4747e-05
286 | 4.5652e+67 | 4.9758 | 0.1394 | 0.1406 |   0.057542 |  0.0079955 |  0.0080331 |    4.5868e-10 | 6.5016e-11 | 6.5332e-11 | 1.4747e-05
287 | 6.9723e+67 | 5.0843 | 0.1308 | 0.1319 |   0.052201 |  0.0068017 |  0.0068334 |    4.2518e-10 |  5.647e-11 | 5.6741e-11 | 1.4176e-05
288 | 7.7616e+67 | 5.1408 | 0.1396 | 0.1411 |   0.046937 |  0.0063298 |  0.0063602 |    3.8655e-10 | 5.3176e-11 | 5.3443e-11 | 1.3509e-05
289 | 8.4207e+67 | 5.0457 | 0.1556 | 0.1573 |   0.041176 |  0.0057993 |  0.0058332 |    3.3284e-10 | 4.7988e-11 | 4.8279e-11 | 1.1408e-05
290 | 9.0261e+67 | 4.9265 | 0.1662 | 0.1682 |   0.036203 |  0.0054369 |   0.005467 |    2.8573e-10 | 4.3979e-11 | 4.4236e-11 | 1.0114e-05
291 |  9.806e+67 | 4.7262 | 0.1753 | 0.1779 |   0.033637 |  0.0051429 |  0.0051753 |    2.5468e-10 | 4.0068e-11 |  4.034e-11 | 9.3462e-06
292 |  1.441e+68 | 4.7182 | 0.1564 |  0.158 |   0.029775 |  0.0044033 |  0.0044289 |    2.2505e-10 | 3.4108e-11 | 3.4314e-11 | 8.6343e-06
293 | 1.5712e+68 | 4.7485 | 0.1591 | 0.1608 |   0.028181 |  0.0041734 |  0.0041967 |    2.1438e-10 |  3.255e-11 |  3.274e-11 | 8.2268e-06
294 | 1.6798e+68 | 4.9364 | 0.1679 | 0.1701 |   0.026472 |  0.0039289 |  0.0039509 |    2.0934e-10 | 3.1876e-11 | 3.2066e-11 | 8.2013e-06
295 | 1.8453e+68 | 5.0985 | 0.1708 | 0.1731 |   0.024601 |   0.003659 |  0.0036835 |    2.0094e-10 | 3.0635e-11 |  3.085e-11 | 8.3026e-06
296 | 2.5537e+68 | 5.2844 | 0.1616 | 0.1702 |   0.022517 |  0.0031539 |  0.0031722 |    1.9062e-10 | 2.7329e-11 | 2.7547e-11 | 8.1946e-06
297 | 2.7745e+68 | 5.0818 | 0.1669 | 0.1694 |   0.020904 |  0.0029844 |  0.0030052 |    1.7018e-10 | 2.4931e-11 | 2.5114e-11 | 7.2858e-06
298 | 2.9856e+68 |  5.241 | 0.1744 | 0.1774 |   0.019482 |  0.0028172 |  0.0028415 |    1.6358e-10 | 2.4271e-11 | 2.4491e-11 | 7.2382e-06
299 | 2.5032e+68 |   5.72 | 0.2801 |  0.283 |   0.018803 |  0.0028305 |  0.0028414 |     1.723e-10 | 2.7275e-11 | 2.7397e-11 | 7.8048e-06
300 | 2.6619e+68 | 5.5489 | 0.2229 | 0.2867 |   0.018162 |   0.002729 |    0.00274 |    1.6145e-10 | 2.5111e-11 | 2.5745e-11 | 7.5329e-06
301 | 2.0849e+68 | 5.5382 | 0.2554 | 0.3252 |   0.018049 |  0.0028932 |  0.0029055 |    1.6013e-10 |  2.671e-11 |  2.744e-11 | 7.3644e-06
302 | 2.9281e+68 | 5.6795 | 0.2829 | 0.2941 |   0.016815 |  0.0025936 |   0.002603 |    1.5299e-10 | 2.4798e-11 | 2.4973e-11 | 7.1647e-06
303 | 6.0116e+68 | 5.7354 | 0.2379 | 0.2404 |   0.014982 |  0.0020053 |  0.0020115 |    1.3765e-10 |  1.929e-11 | 1.9362e-11 | 6.7828e-06
304 | 6.5039e+68 | 5.9722 | 0.2488 | 0.2517 |   0.013829 |  0.0018733 |  0.0018777 |    1.3231e-10 | 1.8751e-11 |  1.881e-11 | 6.7466e-06
305 | 7.0303e+68 | 5.8347 | 0.2466 | 0.2497 |   0.012857 |  0.0017768 |  0.0017805 |    1.2018e-10 | 1.7368e-11 | 1.7419e-11 | 6.1471e-06
306 | 7.5629e+68 | 5.8086 | 0.2494 |  0.252 |   0.012105 |  0.0016958 |  0.0017012 |    1.1264e-10 | 1.6505e-11 | 1.6568e-11 | 5.9646e-06
307 | 8.1145e+68 |  6.195 | 0.2583 | 0.2614 |   0.011274 |  0.0015873 |  0.0015931 |    1.1189e-10 |  1.643e-11 |   1.65e-11 | 6.1041e-06
308 | 8.7104e+68 | 5.8912 | 0.2604 | 0.2639 |   0.010785 |  0.0015039 |  0.0015089 |    1.0178e-10 |  1.489e-11 | 1.4953e-11 | 5.5386e-06
309 |  9.103e+68 | 5.8206 | 0.2703 | 0.2739 |   0.010159 |  0.0014442 |  0.0014472 |    9.4731e-11 | 1.4167e-11 | 1.4212e-11 |  5.329e-06
310 | 7.7243e+68 | 6.1312 | 0.3027 | 0.3078 |  0.0099165 |  0.0014768 |  0.0014836 |    9.7402e-11 | 1.5282e-11 | 1.5371e-11 | 5.6264e-06
311 | 1.1771e+69 | 5.9798 |  0.261 | 0.2641 |  0.0091883 |  0.0012925 |  0.0012969 |     8.802e-11 | 1.2964e-11 | 1.3018e-11 | 5.0728e-06
312 |  1.108e+69 | 6.1235 | 0.2844 | 0.2883 |  0.0088477 |  0.0012804 |  0.0012855 |    8.6795e-11 | 1.3191e-11 | 1.3256e-11 | 5.1417e-06
313 |  1.162e+69 | 6.2245 | 0.2873 | 0.2904 |   0.008336 |  0.0012413 |  0.0012473 |    8.3124e-11 | 1.2959e-11 | 1.3028e-11 | 5.0004e-06
314 | 1.2292e+69 | 5.8371 | 0.2853 | 0.2891 |  0.0081591 |  0.0012039 |  0.0012093 |    7.6296e-11 | 1.1859e-11 | 1.1923e-11 |  4.746e-06
315 | 1.2926e+69 | 6.1858 | 0.3029 | 0.3082 |  0.0078127 |  0.0011452 |   0.001151 |    7.7421e-11 | 1.1965e-11 | 1.2041e-11 | 4.7967e-06
316 | 1.3545e+69 | 5.9986 |  0.298 | 0.3031 |  0.0075723 |  0.0011229 |  0.0011277 |    7.2768e-11 | 1.1381e-11 | 1.1444e-11 | 4.5994e-06
317 | 1.4302e+69 | 6.2534 | 0.3115 | 0.3173 |  0.0073163 |  0.0010735 |  0.0010789 |    7.3295e-11 | 1.1357e-11 |  1.143e-11 | 4.7581e-06
318 | 1.4956e+69 | 6.1561 | 0.3113 | 0.3164 |  0.0069719 |  0.0010539 |   0.001059 |    6.8758e-11 |  1.096e-11 | 1.1026e-11 |  4.562e-06
319 | 1.5652e+69 | 6.1797 | 0.3104 | 0.3144 |  0.0066491 |  0.0010173 |  0.0010222 |    6.5825e-11 |   1.06e-11 | 1.0659e-11 | 4.3285e-06
320 | 1.6302e+69 | 5.8853 | 0.3231 |  0.328 |  0.0065389 | 0.00099847 |  0.0010036 |    6.1651e-11 | 1.0004e-11 | 1.0067e-11 | 4.1484e-06
321 | 2.0115e+69 | 6.3127 | 0.3154 | 0.3198 |  0.0060436 | 0.00091656 |  0.0009208 |    6.1119e-11 | 9.7592e-12 | 9.8133e-12 |  4.211e-06
322 | 2.0873e+69 | 6.0805 | 0.3144 | 0.3203 |  0.0058737 | 0.00088989 | 0.00089321 |    5.7216e-11 | 9.1593e-12 | 9.2079e-12 | 4.0257e-06
323 | 2.1186e+69 | 6.3654 | 0.3288 | 0.3329 |  0.0054959 | 0.00087148 | 0.00087588 |    5.6043e-11 | 9.3464e-12 | 9.4002e-12 | 3.9246e-06
324 | 2.2642e+69 | 5.6734 | 0.3089 | 0.3279 |  0.0054075 | 0.00085952 | 0.00086237 |    4.9148e-11 | 8.2576e-12 | 8.3367e-12 | 3.5124e-06
325 | 2.4008e+69 |  5.935 | 0.3335 | 0.3379 |  0.0051233 | 0.00082054 | 0.00082446 |    4.8712e-11 | 8.2678e-12 |  8.315e-12 | 3.5552e-06
326 | 2.4178e+69 | 6.2783 | 0.3613 | 0.3691 |  0.0049652 | 0.00078707 | 0.00079115 |    4.9939e-11 | 8.4217e-12 | 8.4816e-12 | 3.7137e-06
327 | 2.5382e+69 | 6.3143 |  0.366 | 0.3731 |  0.0047662 | 0.00076922 | 0.00077336 |    4.8212e-11 | 8.2677e-12 | 8.3255e-12 | 3.5651e-06
328 | 2.6963e+69 | 6.1973 | 0.3618 | 0.3676 |  0.0046076 | 0.00075826 | 0.00076218 |    4.5745e-11 | 7.9878e-12 | 8.0387e-12 |  3.445e-06
329 | 2.8083e+69 | 5.9807 | 0.3722 | 0.3797 |  0.0044594 |  0.0007269 | 0.00073068 |    4.2726e-11 | 7.4548e-12 | 7.5078e-12 | 3.2792e-06
330 | 2.9097e+69 | 6.0478 | 0.3783 | 0.3851 |  0.0043383 | 0.00072521 | 0.00072901 |    4.2032e-11 |  7.502e-12 | 7.5532e-12 |  3.277e-06
331 | 2.9653e+69 | 6.7706 | 0.4088 | 0.5462 |  0.0042007 | 0.00070396 | 0.00071375 |    4.5563e-11 | 8.1159e-12 |   8.57e-12 | 3.5295e-06
332 | 3.0373e+69 | 6.0508 | 0.3968 | 0.4039 |  0.0040651 | 0.00069436 | 0.00069802 |    3.9405e-11 | 7.2097e-12 | 7.2594e-12 | 3.0959e-06
333 | 3.7651e+69 | 6.6771 | 0.3887 | 0.4995 |  0.0038209 | 0.00064058 | 0.00064461 |    4.0871e-11 | 7.2534e-12 | 7.5427e-12 | 3.2797e-06
334 | 3.8615e+69 | 6.3071 | 0.4006 | 0.4092 |  0.0037693 | 0.00063288 | 0.00063634 |    3.8085e-11 | 6.8368e-12 |  6.888e-12 | 3.1003e-06
335 | 3.9415e+69 | 6.6054 | 0.4176 | 0.5624 |  0.0036276 | 0.00061475 | 0.00061832 |    3.8387e-11 | 6.9431e-12 | 7.3138e-12 | 3.1214e-06
336 | 4.1778e+69 | 6.1429 | 0.4231 | 0.4344 |  0.0035787 | 0.00059668 | 0.00060002 |    3.5217e-11 | 6.3531e-12 | 6.4084e-12 | 2.9007e-06
337 | 4.9803e+69 | 6.3103 |  0.391 | 0.3975 |  0.0033024 | 0.00056459 | 0.00056751 |    3.3385e-11 | 6.0708e-12 | 6.1103e-12 | 2.8094e-06
338 | 5.1744e+69 | 5.6935 | 0.4063 | 0.4305 |  0.0032416 | 0.00055147 | 0.00055449 |    2.9566e-11 | 5.4545e-12 | 5.5295e-12 |  2.529e-06
339 | 5.0856e+69 |  5.658 |   0.37 | 0.4277 |  0.0030981 | 0.00054548 | 0.00054797 |    2.8081e-11 | 5.2743e-12 | 5.4014e-12 | 2.3994e-06
340 | 5.1012e+69 | 6.0627 | 0.4532 | 0.4645 |  0.0030399 | 0.00054007 | 0.00054307 |    2.9525e-11 | 5.6908e-12 | 5.7391e-12 | 2.5577e-06
341 | 5.4702e+69 | 5.8666 | 0.4583 | 0.4652 |  0.0029302 |  0.0005263 | 0.00052916 |    2.7539e-11 | 5.3939e-12 | 5.4315e-12 |  2.435e-06
342 | 5.9354e+69 |  5.702 | 0.4158 | 0.4557 |  0.0028143 | 0.00051091 | 0.00051343 |    2.5708e-11 | 5.0294e-12 | 5.1203e-12 | 2.3047e-06
343 | 6.1581e+69 | 6.3946 | 0.4752 | 0.4998 |  0.0027147 | 0.00049763 | 0.00050085 |     2.781e-11 | 5.5008e-12 | 5.5722e-12 | 2.4835e-06
344 | 5.4458e+69 | 5.7595 | 0.4985 | 0.5047 |  0.0026445 | 0.00051968 | 0.00052234 |      2.44e-11 | 5.2394e-12 | 5.2725e-12 | 2.2129e-06
345 | 7.9998e+69 | 6.0062 | 0.4406 | 0.4485 |  0.0024967 | 0.00044949 | 0.00045195 |    2.4023e-11 | 4.6702e-12 | 4.7041e-12 | 2.2178e-06
346 | 6.7692e+69 |  6.201 | 0.4988 | 0.5076 |   0.002415 | 0.00046763 | 0.00047043 |    2.3991e-11 | 5.0303e-12 | 5.0691e-12 | 2.2472e-06
347 | 6.7133e+69 | 5.5983 | 0.4346 | 0.5026 |  0.0023592 | 0.00046801 | 0.00047665 |    2.1158e-11 | 4.5073e-12 | 4.6779e-12 | 1.9712e-06
348 | 6.6456e+69 | 5.8584 | 0.5371 | 0.5535 |  0.0023049 | 0.00046443 | 0.00046708 |    2.1631e-11 | 4.7887e-12 | 4.8366e-12 | 2.0406e-06
349 | 6.7456e+69 | 5.6556 | 0.4818 | 0.5649 |  0.0022319 | 0.00045586 | 0.00045788 |    2.0221e-11 | 4.4751e-12 | 4.6141e-12 | 1.9376e-06
350 | 7.0776e+69 | 5.6228 | 0.4501 | 0.5698 |  0.0021903 | 0.00044101 | 0.00044293 |     1.973e-11 | 4.2749e-12 | 4.4627e-12 | 1.9145e-06
351 | 7.4024e+69 | 5.5041 | 0.4699 | 0.5694 |  0.0020885 | 0.00043703 | 0.00045657 |    1.8416e-11 | 4.1619e-12 | 4.4538e-12 |  1.815e-06
352 | 7.8831e+69 | 5.0177 | 0.4019 | 0.4175 |  0.0021294 |   0.000442 | 0.00045038 |    1.7117e-11 | 3.8083e-12 | 3.8904e-12 | 1.6775e-06
353 | 7.8425e+69 | 5.2849 | 0.4493 | 0.6402 |  0.0020989 | 0.00043255 | 0.00037821 |     1.777e-11 | 3.9616e-12 | 3.8584e-12 | 1.7627e-06
354 | 8.1192e+69 | 5.3801 | 0.4205 | 0.6785 |  0.0019665 | 0.00043508 | 0.00043359 |    1.6949e-11 | 3.9771e-12 | 4.3052e-12 | 1.6985e-06
355 | 9.7341e+69 |  4.839 | 0.3881 | 0.3985 |  0.0018885 | 0.00040214 | 0.00040806 |     1.464e-11 | 3.3312e-12 | 3.3853e-12 | 1.4876e-06
356 | 1.0075e+70 | 4.7229 | 0.3939 | 0.4033 |  0.0018678 | 0.00040334 | 0.00040965 |    1.4132e-11 | 3.2714e-12 | 3.3261e-12 | 1.4316e-06
357 | 1.0432e+70 | 5.5335 | 0.4771 | 0.6244 |   0.001807 | 0.00037455 | 0.00038361 |    1.6018e-11 | 3.5961e-12 | 3.8511e-12 | 1.6449e-06
358 | 1.0575e+70 | 5.1512 | 0.4371 | 0.5011 |  0.0016986 | 0.00038896 | 0.00039676 |    1.4018e-11 | 3.4231e-12 | 3.5468e-12 | 1.4606e-06
359 | 1.0963e+70 | 5.0778 | 0.4324 | 0.5124 |  0.0016993 | 0.00037588 | 0.00038276 |    1.3823e-11 | 3.2764e-12 | 3.4118e-12 | 1.4589e-06
360 | 1.1076e+70 | 5.2629 | 0.4339 | 0.5567 |  0.0016084 | 0.00036813 | 0.00037434 |    1.3561e-11 |  3.299e-12 | 3.4668e-12 | 1.4232e-06
361 | 1.1574e+70 | 5.2301 | 0.4391 | 0.6288 |  0.0016234 | 0.00036489 | 0.00037281 |    1.3602e-11 | 3.2636e-12 | 3.5258e-12 | 1.4456e-06
362 |  1.336e+70 | 4.8216 | 0.4612 | 0.4781 |  0.0015907 | 0.00036284 | 0.00036995 |    1.2287e-11 | 3.0391e-12 | 3.1064e-12 | 1.3212e-06
363 | 1.1932e+70 | 5.0659 | 0.4789 | 0.5573 |   0.001535 | 0.00036697 | 0.00037548 |    1.2458e-11 | 3.2025e-12 | 3.3412e-12 | 1.3522e-06
364 | 1.1887e+70 | 5.3531 | 0.5128 |  0.744 |   0.001484 | 0.00035621 | 0.00036274 |    1.2726e-11 |  3.289e-12 | 3.5784e-12 | 1.4032e-06
365 | 1.2483e+70 | 5.1482 |  0.484 | 0.6302 |  0.0014791 | 0.00034804 | 0.00035461 |    1.2199e-11 | 3.0911e-12 | 3.2838e-12 | 1.3373e-06
366 | 1.2954e+70 | 4.6792 | 0.4831 | 0.4822 |  0.0014542 | 0.00035166 | 0.00035695 |    1.0901e-11 | 2.8663e-12 |  2.902e-12 | 1.2082e-06
367 | 1.3477e+70 | 5.2071 | 0.5248 | 0.7669 |  0.0013871 | 0.00033735 | 0.00034518 |    1.1571e-11 | 3.0462e-12 | 3.3459e-12 | 1.2955e-06
368 | 1.3788e+70 | 5.0348 | 0.5319 | 0.6373 |  0.0013036 | 0.00033845 | 0.00034676 |    1.0515e-11 | 2.9472e-12 | 3.0974e-12 | 1.1925e-06
369 | 1.5498e+70 | 5.0582 | 0.5192 | 0.6914 |   0.001278 | 0.00031695 | 0.00032329 |    1.0356e-11 | 2.7796e-12 | 2.9777e-12 | 1.1688e-06
370 | 1.5723e+70 | 5.9049 | 0.7194 | 0.7975 |  0.0012421 | 0.00030953 | 0.00031132 |     1.175e-11 | 3.2593e-12 | 3.3453e-12 | 1.3383e-06
371 | 1.4609e+70 | 4.1555 | 0.3936 | 0.5398 |   0.001319 | 0.00034377 | 0.00035303 |    8.7809e-12 |  2.435e-12 | 2.6123e-12 | 1.0133e-06
372 | 1.6945e+70 | 4.0897 | 0.3646 | 0.5215 |  0.0012169 | 0.00031609 | 0.00032387 |    7.9728e-12 | 2.1895e-12 | 2.3529e-12 | 9.3083e-07
373 |  1.732e+70 | 4.5494 | 0.4863 | 0.5372 |  0.0012041 | 0.00031142 | 0.00031657 |    8.7756e-12 | 2.4559e-12 | 2.5292e-12 | 1.0345e-06
374 | 1.7731e+70 | 4.9726 | 0.6225 | 0.7692 |  0.0011461 | 0.00030856 | 0.00031699 |    9.1303e-12 | 2.7107e-12 | 2.8933e-12 | 1.0721e-06
375 | 1.8109e+70 | 6.1293 | 0.9219 | 1.3254 |  0.0011258 | 0.00028124 | 0.00028273 |    1.1054e-11 | 3.2234e-12 | 3.6634e-12 | 1.3104e-06
376 | 1.8515e+70 | 4.6427 | 0.5928 | 0.6642 |  0.0011031 | 0.00030136 | 0.00031153 |    8.2047e-12 | 2.4741e-12 | 2.5974e-12 | 9.8451e-07
377 | 2.0864e+70 | 4.5042 | 0.5822 | 0.6595 |   0.001096 | 0.00028384 | 0.00029862 |    7.9084e-12 |  2.289e-12 | 2.4462e-12 |  9.582e-07
378 | 2.1043e+70 | 4.6394 | 0.5596 | 0.6584 |  0.0010326 | 0.00028153 |  0.0002874 |    7.6747e-12 |  2.288e-12 | 2.3977e-12 |  9.269e-07
379 | 1.8854e+70 |   4.67 | 0.7453 | 0.8055 |  0.0010364 | 0.00029216 | 0.00030166 |    7.7536e-12 | 2.5117e-12 | 2.6233e-12 | 9.4595e-07
380 | 2.0238e+70 | 3.8806 | 0.5048 | 0.6041 |  0.0010338 | 0.00030345 | 0.00031394 |    6.4268e-12 | 2.0634e-12 | 2.1931e-12 | 7.9269e-07
381 | 2.0674e+70 | 4.2726 | 0.5774 | 1.1588 | 0.00096225 |  0.0003031 | 0.00029268 |    6.5863e-12 | 2.2575e-12 | 2.6841e-12 | 8.2069e-07
382 | 2.4523e+70 | 4.7239 |   0.72 | 0.7012 | 0.00087895 | 0.00025741 | 0.00026088 |    6.6516e-12 |  2.196e-12 | 2.2074e-12 |  8.388e-07
383 | 2.6047e+70 | 4.1655 |  0.519 | 0.5525 | 0.00084904 | 0.00027432 | 0.00029285 |    5.6658e-12 |  1.962e-12 | 2.0937e-12 | 7.1096e-07
384 | 2.9744e+70 | 4.1893 | 0.5164 | 0.9025 | 0.00077785 | 0.00024865 | 0.00024995 |    5.2204e-12 | 1.7885e-12 | 2.0196e-12 | 6.6123e-07
385 | 3.2799e+70 | 4.0168 | 0.4858 | 0.6738 | 0.00072624 | 0.00023779 | 0.00024431 |    4.6733e-12 | 1.6312e-12 | 1.7567e-12 | 6.0111e-07
386 | 3.4011e+70 | 6.0485 | 0.9668 | 1.3581 | 0.00068208 | 0.00022335 | 0.00022546 |    6.6092e-12 | 2.4083e-12 |  2.641e-12 | 8.5972e-07
387 | 4.1135e+70 | 3.9034 | 0.5093 | 0.5815 | 0.00061116 | 0.00021577 | 0.00021936 |    3.8218e-12 | 1.4385e-12 | 1.4851e-12 | 4.9644e-07
388 | 3.8982e+70 | 4.7293 |  0.927 | 1.4087 | 0.00063962 | 0.00021181 | 0.00021688 |     4.846e-12 | 1.8648e-12 | 2.1871e-12 | 6.3705e-07
389 | 4.0004e+70 | 4.8515 |   1.02 | 1.4471 | 0.00059373 | 0.00021394 | 0.00022184 |    4.6145e-12 | 1.9251e-12 | 2.2062e-12 | 6.1291e-07
390 | 4.4356e+70 | 3.8574 | 0.8235 | 1.0525 | 0.00052966 | 0.00021236 | 0.00022849 |     3.273e-12 | 1.4867e-12 | 1.6707e-12 | 4.3473e-07
391 | 5.6275e+70 | 2.8156 | 0.6425 | 0.6869 | 0.00051975 | 0.00021484 | 0.00025495 |    2.3444e-12 | 1.1069e-12 | 1.2844e-12 | 3.1605e-07
392 | 6.5853e+70 | 3.6196 | 0.7899 | 1.5312 | 0.00044717 | 0.00016307 | 0.00015995 |     2.593e-12 |  1.102e-12 | 1.4364e-12 | 3.5494e-07
393 |   6.79e+70 | 3.7784 | 1.0037 | 1.1716 | 0.00036919 | 0.00016783 | 0.00019145 |    2.2347e-12 | 1.1766e-12 | 1.3502e-12 | 3.0616e-07
394 | 7.4309e+70 | 2.7424 | 0.7188 | 1.0779 | 0.00030658 | 0.00016968 | 0.00019058 |    1.3469e-12 | 8.2482e-13 | 9.9059e-13 | 1.8743e-07
395 | 8.1198e+70 | 2.5751 | 0.7927 | 1.0266 | 0.00030948 | 0.00016335 | 0.00019311 |    1.2767e-12 | 7.8011e-13 | 9.4536e-13 | 1.8023e-07
396 | 9.8376e+70 |  1.638 |   0.54 | 1.0394 |  0.0003065 |  0.0001957 |  0.0002251 |    8.0429e-13 | 5.7794e-13 | 7.8062e-13 | 1.1376e-07
397 | 1.1776e+71 | 1.5683 | 0.7923 | 0.5374 | 0.00021818 | 0.00017177 | 0.00034494 |    5.4816e-13 | 5.1277e-13 | 8.8676e-13 | 7.9099e-08
398 | 1.5149e+71 | 1.5056 | 0.4641 | 0.7237 | 0.00019812 | 0.00013308 | 0.00017645 |    4.7787e-13 | 3.5318e-13 | 4.8363e-13 | 6.9525e-08
399 | 2.2563e+71 | 1.0714 | 0.3119 | 0.2585 | 0.00018502 | 0.00014118 | 0.00019972 |    3.1756e-13 | 2.5936e-13 | 3.5126e-13 | 4.7367e-08
400 | 3.2546e+71 | 1.0032 | 0.2162 | 0.2165 | 0.00013077 | 0.00012152 | 0.00014414 |    2.1016e-13 | 2.0047e-13 | 2.3604e-13 | 3.1905e-08
401 | 4.3975e+71 | 1.1702 | 0.8057 | 0.1426 | 0.00014365 | 0.00012151 | 0.00059458 |     2.693e-13 | 2.9372e-13 | 1.1151e-12 | 4.1709e-08
402 | 7.9519e+71 | 0.9081 | 0.1421 | 0.1201 | 0.00018406 | 0.00011358 | 0.00013125 |    2.6777e-13 | 1.7046e-13 | 1.9419e-13 |  4.287e-08
403 | 1.1013e+72 | 0.9256 | 0.1365 | 0.1189 | 0.00021329 | 0.00010454 | 0.00012432 |    3.1626e-13 | 1.6187e-13 | 1.8877e-13 | 5.2008e-08
404 |  1.527e+72 | 0.7559 | 0.1065 | 0.1035 | 0.00013923 | 0.00010187 | 0.00011568 |     1.686e-13 | 1.2563e-13 | 1.4197e-13 | 2.8905e-08
405 | 2.8102e+72 | 0.6206 | 0.0639 | 0.1512 | 0.00019396 | 0.00012073 | 0.00011704 |    1.9283e-13 | 1.2166e-13 | 1.2549e-13 | 3.4668e-08
406 |  6.649e+72 | 0.7395 | 0.1342 | 0.0475 | 7.2092e-05 | 5.9083e-05 | 6.1008e-05 |    8.5406e-14 |  7.169e-14 | 7.2483e-14 | 1.6388e-08
407 | 1.1779e+73 | 0.6514 | 0.4704 | 0.1171 | 4.8619e-05 | 4.5519e-05 | 5.7672e-05 |    5.0736e-14 | 5.9989e-14 | 6.0871e-14 | 1.0333e-07
