Bin | Vol (cm^3) | T (kT) | kT_lo  |  kT_hi |  n (cm^-3) |       n_lo |       n_hi | P (erg cm^-3) |       P_lo |       P_hi |      Yparm
139 | 3.7404e+67 | 4.3841 | 0.0856 | 0.0822 |   0.094136 |   0.011069 |   0.011084 |    6.6115e-10 | 7.8804e-11 | 7.8829e-11 | 1.4761e-05
140 | 4.7018e+67 | 4.2734 | 0.0513 | 0.0606 |    0.09027 |   0.010219 |   0.010232 |    6.1799e-10 |  7.035e-11 | 7.0595e-11 | 1.3378e-05
141 | 5.8901e+67 |  4.451 | 0.0727 |  0.073 |   0.084909 |  0.0093437 |  0.0093649 |    6.0544e-10 | 6.7355e-11 | 6.7511e-11 | 1.5686e-05
142 | 6.9723e+67 | 4.6752 | 0.0715 | 0.0717 |   0.080626 |  0.0085761 |  0.0085841 |    6.0386e-10 | 6.4892e-11 | 6.4956e-11 | 1.5294e-05
143 | 8.0173e+67 | 4.8385 | 0.0716 | 0.0718 |   0.076188 |  0.0079838 |   0.008006 |    5.9055e-10 | 6.2499e-11 | 6.2672e-11 | 1.8064e-05
144 | 6.4766e+67 | 4.9638 | 0.0822 | 0.0825 |   0.074586 |  0.0082182 |  0.0082386 |     5.931e-10 | 6.6085e-11 | 6.6251e-11 | 1.9038e-05
145 | 6.8201e+67 |   5.17 | 0.0858 | 0.0864 |   0.070643 |  0.0077994 |  0.0078261 |    5.8509e-10 | 6.5323e-11 | 6.5552e-11 | 1.6363e-05
146 | 7.8888e+67 | 5.2889 | 0.0869 | 0.0874 |   0.066556 |  0.0072245 |  0.0072441 |    5.6391e-10 | 6.1909e-11 | 6.2082e-11 | 1.6394e-05
147 | 8.4226e+67 | 5.3346 | 0.0901 | 0.0907 |   0.063826 |  0.0069022 |  0.0069171 |    5.4546e-10 | 5.9702e-11 | 5.9836e-11 | 1.7783e-05
148 | 9.1034e+67 |  5.318 | 0.0908 | 0.0914 |   0.060249 |  0.0066865 |   0.006704 |    5.1329e-10 | 5.7635e-11 | 5.7792e-11 | 1.7223e-05
149 | 9.7941e+67 | 5.4648 | 0.1075 |  0.133 |   0.057222 |  0.0063569 |  0.0063927 |    5.0096e-10 | 5.6518e-11 | 5.7279e-11 | 1.8468e-05
150 | 1.1035e+68 | 5.4692 |  0.146 |  0.135 |   0.053083 |  0.0059441 |  0.0062338 |    4.6509e-10 | 5.3539e-11 | 5.5812e-11 | 1.5286e-05
151 | 1.6695e+68 | 5.5614 | 0.1237 | 0.1237 |   0.048023 |  0.0051599 |  0.0051657 |    4.2786e-10 | 4.6946e-11 | 4.6996e-11 | 1.5508e-05
152 | 1.8716e+68 | 5.5765 | 0.1267 | 0.1266 |   0.044742 |  0.0048432 |   0.004853 |     3.997e-10 |  4.421e-11 | 4.4294e-11 | 1.3879e-05
153 | 2.0077e+68 |  5.853 | 0.1294 |   0.13 |   0.042124 |  0.0046659 |  0.0046691 |    3.9498e-10 | 4.4613e-11 |  4.465e-11 | 1.6379e-05
154 | 2.1618e+68 | 5.8786 | 0.1337 | 0.1339 |   0.039862 |  0.0044134 |  0.0044202 |    3.7541e-10 | 4.2431e-11 | 4.2496e-11 | 1.3452e-05
155 |  2.361e+68 | 5.9468 | 0.1358 |  0.136 |    0.03837 |  0.0042071 |  0.0042162 |    3.6555e-10 |  4.094e-11 | 4.1027e-11 | 1.5768e-05
156 | 3.4398e+68 | 6.0745 | 0.1269 | 0.1271 |   0.034034 |  0.0035534 |  0.0035592 |     3.312e-10 | 3.5265e-11 | 3.5322e-11 |  1.476e-05
157 | 3.7577e+68 | 5.9162 | 0.1344 | 0.1349 |   0.031111 |  0.0032873 |  0.0032922 |    2.9487e-10 | 3.1868e-11 | 3.1919e-11 | 1.3599e-05
158 | 4.0234e+68 | 5.9585 | 0.1411 |  0.142 |   0.029067 |  0.0030796 |  0.0030829 |    2.7746e-10 | 3.0122e-11 | 3.0161e-11 | 1.2983e-05
159 |  4.418e+68 | 6.0035 |  0.142 | 0.1427 |   0.026864 |  0.0029152 |  0.0029187 |    2.5837e-10 | 2.8696e-11 | 2.8735e-11 | 1.2557e-05
160 | 6.1164e+68 | 6.1151 | 0.1363 | 0.1367 |    0.02403 |  0.0025326 |  0.0025406 |    2.3541e-10 | 2.5359e-11 | 2.5439e-11 | 1.0077e-05
161 | 6.6162e+68 | 6.2155 | 0.1424 | 0.1433 |   0.022224 |  0.0023523 |  0.0023555 |    2.2129e-10 | 2.3965e-11 | 2.4002e-11 | 1.0543e-05
162 | 7.1466e+68 | 6.0992 | 0.1298 | 0.1305 |   0.024101 |  0.0023806 |  0.0023837 |    2.3549e-10 | 2.3795e-11 |  2.383e-11 | 1.2288e-05
163 | 5.9599e+68 | 6.2272 | 0.1743 | 0.1759 |   0.019435 |  0.0022416 |  0.0022504 |    1.9389e-10 | 2.3012e-11 | 2.3108e-11 |  1.029e-05
164 | 6.3543e+68 |  6.179 |  0.182 | 0.1837 |   0.017721 |  0.0021167 |  0.0021199 |    1.7542e-10 | 2.1581e-11 | 2.1622e-11 | 9.5145e-06
165 | 4.9635e+68 | 6.1381 | 0.2116 | 0.2135 |   0.017286 |  0.0022259 |  0.0022326 |    1.6998e-10 | 2.2658e-11 | 2.2736e-11 | 7.9033e-06
166 | 7.0039e+68 | 6.2678 | 0.1925 |  0.194 |   0.016222 |  0.0019847 |  0.0019909 |    1.6289e-10 | 2.0547e-11 | 2.0617e-11 | 7.6553e-06
167 | 1.4396e+69 | 6.2955 | 0.1547 | 0.1556 |   0.014093 |  0.0015578 |  0.0015605 |    1.4213e-10 | 1.6095e-11 | 1.6125e-11 | 7.6287e-06
168 | 1.5502e+69 | 6.5771 | 0.1674 | 0.1689 |   0.013372 |  0.0014594 |  0.0014635 |    1.4089e-10 |  1.579e-11 | 1.5839e-11 | 7.6646e-06
169 | 1.6771e+69 | 6.5779 | 0.1694 | 0.1708 |   0.012509 |  0.0013976 |  0.0014007 |    1.3181e-10 | 1.5114e-11 | 1.5152e-11 | 7.9944e-06
170 | 1.8098e+69 | 6.6612 | 0.1748 | 0.1767 |   0.011735 |  0.0013095 |  0.0013122 |    1.2523e-10 | 1.4355e-11 | 1.4392e-11 | 7.7079e-06
171 | 1.9344e+69 |    6.7 | 0.1767 | 0.2012 |   0.011034 |   0.001254 |  0.0012583 |    1.1843e-10 | 1.3817e-11 | 1.3967e-11 | 6.4099e-06
172 | 2.0748e+69 | 6.5635 | 0.1775 | 0.1797 |   0.010566 |  0.0011966 |  0.0011992 |    1.1109e-10 | 1.2935e-11 | 1.2971e-11 |  6.077e-06
173 | 2.1848e+69 | 6.4295 |  0.181 | 0.1833 |   0.010084 |  0.0011508 |  0.0011528 |    1.0387e-10 | 1.2208e-11 | 1.2237e-11 | 6.3943e-06
174 | 1.8913e+69 | 6.7812 | 0.1991 | 0.2506 |   0.009805 |  0.0011807 |  0.0011832 |    1.0652e-10 | 1.3202e-11 | 1.3443e-11 | 6.7441e-06
175 | 2.8791e+69 | 6.9069 | 0.2366 | 0.2653 |  0.0091445 |  0.0010098 |  0.0010089 |    1.0118e-10 | 1.1698e-11 |  1.182e-11 |  6.344e-06
176 | 2.6439e+69 | 6.8867 | 0.2182 | 0.2828 |  0.0089673 |  0.0010169 |  0.0010288 |    9.8932e-11 | 1.1648e-11 | 1.2056e-11 | 6.8702e-06
177 | 2.7693e+69 | 7.1275 | 0.2864 | 0.2886 |  0.0085545 | 0.00099003 |    0.00099 |    9.7677e-11 | 1.1966e-11 | 1.1976e-11 | 6.7831e-06
178 | 2.9282e+69 | 7.0836 | 0.2764 | 0.2924 |  0.0081882 | 0.00095752 | 0.00095808 |    9.2919e-11 | 1.1455e-11 | 1.1529e-11 | 5.6739e-06
179 | 3.0827e+69 | 7.1902 | 0.3016 | 0.3049 |    0.00797 |  0.0009196 | 0.00092037 |    9.1805e-11 | 1.1271e-11 | 1.1294e-11 | 7.0903e-06
180 | 3.2306e+69 | 7.4297 | 0.3053 | 0.3076 |  0.0075498 | 0.00089448 | 0.00089485 |    8.9861e-11 | 1.1269e-11 | 1.1282e-11 | 6.1699e-06
181 | 3.4059e+69 | 7.3332 | 0.3113 | 0.3139 |  0.0072564 | 0.00085875 | 0.00085882 |    8.5246e-11 | 1.0718e-11 | 1.0729e-11 | 5.9016e-06
182 |  3.562e+69 | 7.6427 | 0.3191 | 0.3218 |  0.0069497 | 0.00083079 | 0.00083146 |    8.5089e-11 | 1.0774e-11 | 1.0792e-11 | 5.9101e-06
183 | 3.7316e+69 |  7.612 | 0.3197 |  0.322 |   0.006571 | 0.00080718 | 0.00080682 |     8.013e-11 | 1.0403e-11 | 1.0406e-11 | 6.1487e-06
184 | 3.8815e+69 | 7.7422 | 0.3349 | 0.3383 |  0.0063838 | 0.00077307 | 0.00077284 |    7.9179e-11 | 1.0182e-11 | 1.0191e-11 |  6.108e-06
185 | 4.7927e+69 | 7.7038 | 0.3155 | 0.3178 |  0.0060247 | 0.00072177 | 0.00072081 |    7.4354e-11 | 9.4138e-12 | 9.4098e-12 | 5.4341e-06
186 | 5.0102e+69 | 7.5351 | 0.3187 | 0.3213 |  0.0057705 | 0.00069902 |  0.0006994 |    6.9657e-11 | 8.9376e-12 | 8.9499e-12 |  5.982e-06
187 | 5.2502e+69 | 7.5491 | 0.3293 | 0.3328 |  0.0055197 | 0.00067502 | 0.00067472 |    6.6753e-11 | 8.6673e-12 | 8.6743e-12 | 4.9779e-06
188 |  5.364e+69 | 7.8653 |  0.346 | 0.3496 |  0.0053283 | 0.00065648 | 0.00065658 |    6.7137e-11 | 8.7832e-12 | 8.7948e-12 | 5.8929e-06
189 | 5.5271e+69 | 7.6878 |  0.341 | 0.3438 |  0.0051219 | 0.00064879 | 0.00064913 |    6.3081e-11 | 8.4661e-12 | 8.4777e-12 | 4.7894e-06
190 | 5.7083e+69 |   7.56 | 0.3494 | 0.3517 |  0.0049301 | 0.00063736 | 0.00063744 |    5.9709e-11 | 8.1976e-12 | 8.2046e-12 | 5.3465e-06
191 | 5.9251e+69 | 7.6618 | 0.3602 | 0.3629 |  0.0048174 | 0.00061794 | 0.00061797 |     5.913e-11 | 8.0781e-12 | 8.0856e-12 | 5.0461e-06
192 | 6.2609e+69 | 7.1186 |  0.331 | 0.3543 |  0.0046774 | 0.00060307 | 0.00060296 |    5.3341e-11 |  7.311e-12 | 7.3709e-12 | 4.2903e-06
193 | 6.6343e+69 | 7.8368 | 0.3567 | 0.3596 |  0.0045114 | 0.00058692 | 0.00058724 |    5.6638e-11 | 7.8065e-12 | 7.8173e-12 |  4.916e-06
194 |   6.81e+69 | 7.8473 | 0.3711 | 0.3747 |  0.0044246 | 0.00057506 | 0.00057435 |    5.5623e-11 |  7.693e-12 | 7.6933e-12 | 4.5385e-06
195 | 7.0603e+69 | 7.5721 | 0.3763 | 0.3809 |  0.0043945 | 0.00056186 | 0.00056182 |    5.3307e-11 | 7.3124e-12 | 7.3237e-12 | 4.6938e-06
196 | 7.3424e+69 | 7.4368 | 0.3758 | 0.3791 |  0.0042714 | 0.00055757 | 0.00055767 |    5.0889e-11 | 7.1231e-12 | 7.1325e-12 | 4.2008e-06
197 | 8.8623e+69 | 7.4344 | 0.3635 | 0.3674 |  0.0040864 | 0.00051448 | 0.00051451 |    4.8669e-11 | 6.5733e-12 | 6.5829e-12 | 4.0863e-06
198 | 8.8059e+69 | 7.5234 | 0.3784 | 0.3833 |  0.0039872 | 0.00050896 |  0.0005088 |    4.8055e-11 | 6.5933e-12 | 6.6029e-12 | 4.0793e-06
199 | 9.0447e+69 | 8.1947 |  0.379 | 0.3814 |    0.00381 | 0.00050773 | 0.00050722 |    5.0017e-11 | 7.0554e-12 |  7.054e-12 | 4.9168e-06
200 | 9.4077e+69 | 7.7839 | 0.3891 | 0.3938 |  0.0037559 | 0.00049344 | 0.00049366 |    4.6836e-11 | 6.5835e-12 | 6.5962e-12 | 4.6523e-06
201 | 1.1082e+70 | 7.5377 | 0.3769 | 0.3816 |  0.0035852 | 0.00046414 | 0.00046364 |    4.3292e-11 | 6.0082e-12 | 6.0123e-12 | 3.7424e-06
202 | 1.1654e+70 | 7.7086 | 0.3732 | 0.3779 |  0.0035049 | 0.00045848 | 0.00045821 |    4.3282e-11 | 6.0372e-12 | 6.0432e-12 | 4.0969e-06
203 | 1.2283e+70 | 7.3448 | 0.3862 | 0.3908 |  0.0034001 | 0.00043702 | 0.00043718 |    4.0007e-11 | 5.5558e-12 | 5.5671e-12 | 4.1166e-06
204 | 1.2748e+70 | 7.3167 |  0.386 | 0.3889 |  0.0032557 | 0.00043409 | 0.00043415 |    3.8162e-11 | 5.4719e-12 | 5.4782e-12 |  3.391e-06
205 | 1.3394e+70 | 7.3711 | 0.3905 | 0.3943 |  0.0031388 | 0.00042302 | 0.00042314 |    3.7064e-11 | 5.3673e-12 | 5.3757e-12 |  3.623e-06
206 | 1.3626e+70 |  7.433 |  0.411 |  0.416 |  0.0030789 | 0.00041073 | 0.00041096 |    3.6662e-11 | 5.2944e-12 | 5.3063e-12 | 3.8771e-06
207 | 1.3896e+70 | 7.6594 | 0.4179 | 0.4228 |  0.0029746 | 0.00040827 | 0.00040855 |      3.65e-11 | 5.3909e-12 | 5.4028e-12 | 3.3385e-06
208 | 1.2789e+70 | 7.6928 | 0.4412 | 0.4462 |   0.002959 | 0.00041458 | 0.00041459 |    3.6467e-11 | 5.5207e-12 | 5.5298e-12 | 3.3789e-06
209 | 1.9323e+70 | 7.5928 | 0.3893 | 0.3933 |  0.0027538 | 0.00036192 | 0.00036167 |    3.3497e-11 | 4.7254e-12 | 4.7291e-12 | 3.1038e-06
210 | 1.5816e+70 | 7.8553 | 0.4302 | 0.4337 |  0.0027426 | 0.00038388 | 0.00038356 |    3.4513e-11 | 5.1874e-12 | 5.1893e-12 | 3.5093e-06
211 | 1.6143e+70 |  7.285 | 0.4323 | 0.4381 |  0.0026709 | 0.00037693 | 0.00037669 |    3.1171e-11 | 4.7721e-12 | 4.7791e-12 | 3.4388e-06
212 | 1.5868e+70 |  7.511 | 0.4545 | 0.4611 |  0.0026478 | 0.00037566 | 0.00037575 |     3.186e-11 | 4.9141e-12 | 4.9262e-12 | 3.0134e-06
213 | 1.6895e+70 | 7.4331 | 0.4506 | 0.4555 |  0.0025751 | 0.00036366 | 0.00036285 |    3.0664e-11 | 4.7125e-12 | 4.7117e-12 | 3.1903e-06
214 | 1.6913e+70 | 7.5017 | 0.4671 | 0.4725 |  0.0024901 | 0.00036395 | 0.00036319 |    2.9925e-11 | 4.7543e-12 | 4.7544e-12 | 3.3749e-06
215 | 1.7414e+70 | 7.5339 | 0.4849 | 0.4939 |  0.0024733 | 0.00035524 | 0.00035536 |    2.9852e-11 | 4.6983e-12 | 4.7143e-12 | 2.8895e-06
216 | 1.8408e+70 | 7.3431 | 0.4755 | 0.4818 |  0.0023868 |   0.000348 | 0.00034739 |    2.8078e-11 | 4.4793e-12 | 4.4827e-12 | 2.9882e-06
217 | 1.8468e+70 | 7.7073 |  0.486 | 0.4915 |  0.0023123 | 0.00034794 | 0.00034772 |     2.855e-11 |  4.658e-12 | 4.6635e-12 | 3.2944e-06
218 | 1.8809e+70 | 7.0519 | 0.4132 |  0.488 |  0.0023171 | 0.00033996 | 0.00033932 |    2.6176e-11 | 4.1355e-12 | 4.2398e-12 | 3.2415e-06
219 | 2.1799e+70 | 6.5933 | 0.3247 |  0.405 |  0.0022348 | 0.00032832 | 0.00033024 |    2.3605e-11 | 3.6576e-12 | 3.7775e-12 | 2.5312e-06
220 | 2.2394e+70 | 6.7831 | 0.3264 | 0.3908 |  0.0021561 | 0.00031795 |   0.000321 |     2.343e-11 | 3.6343e-12 | 3.7402e-12 |  2.538e-06
221 | 2.3929e+70 | 6.7018 |   0.31 | 0.4678 |  0.0020709 | 0.00031498 | 0.00031674 |    2.2234e-11 | 3.5346e-12 |  3.738e-12 | 2.4703e-06
222 | 2.4483e+70 | 6.6834 |  0.336 | 0.4532 |  0.0020338 |  0.0003073 |  0.0003094 |    2.1776e-11 | 3.4675e-12 | 3.6269e-12 |  2.798e-06
223 | 2.5372e+70 | 6.7048 | 0.3351 |  0.534 |  0.0019934 | 0.00030206 | 0.00030365 |    2.1411e-11 | 3.4164e-12 | 3.6805e-12 | 2.5843e-06
224 | 2.5751e+70 | 6.8698 |  0.409 | 0.5059 |  0.0019534 | 0.00029614 | 0.00030482 |    2.1498e-11 | 3.5014e-12 | 3.7095e-12 | 2.4082e-06
225 | 2.6207e+70 | 6.5502 | 0.3536 | 0.4096 |  0.0019161 | 0.00029566 | 0.00029615 |    2.0107e-11 | 3.2868e-12 | 3.3524e-12 | 2.6116e-06
226 | 2.9749e+70 |  6.335 |  0.336 | 0.3411 |  0.0018534 | 0.00028414 | 0.00028566 |     1.881e-11 | 3.0514e-12 | 3.0709e-12 | 2.1526e-06
227 | 2.7171e+70 | 6.4567 | 0.3394 | 0.3432 |  0.0017972 | 0.00029214 | 0.00029281 |     1.859e-11 | 3.1759e-12 | 3.1859e-12 |   2.46e-06
228 | 2.8052e+70 | 6.1209 | 0.3718 | 0.3812 |  0.0018347 | 0.00028888 | 0.00028938 |    1.7991e-11 | 3.0362e-12 | 3.0508e-12 |  2.237e-06
229 | 2.9158e+70 | 6.4534 | 0.3771 | 0.3853 |  0.0017742 | 0.00028253 | 0.00028374 |    1.8342e-11 | 3.1113e-12 | 3.1312e-12 | 2.1104e-06
230 | 2.9643e+70 | 5.9471 | 0.3718 | 0.3786 |  0.0017298 | 0.00028149 |  0.0002825 |     1.648e-11 |  2.873e-12 | 2.8887e-12 | 2.2042e-06
231 | 3.0319e+70 | 5.7287 | 0.3678 | 0.3918 |  0.0016949 | 0.00027544 | 0.00027599 |    1.5555e-11 |  2.718e-12 | 2.7472e-12 |  1.942e-06
232 | 3.1754e+70 | 6.2356 | 0.4087 |  0.422 |  0.0016566 | 0.00026828 |  0.0002687 |    1.6548e-11 | 2.8912e-12 | 2.9085e-12 | 1.9074e-06
233 | 3.7296e+70 | 6.4137 | 0.3976 | 0.4098 |  0.0015846 | 0.00025527 |  0.0002567 |    1.6281e-11 | 2.8104e-12 | 2.8353e-12 | 2.0792e-06
234 | 3.8231e+70 | 6.4703 | 0.3892 | 0.4292 |  0.0015468 | 0.00025462 | 0.00025611 |    1.6034e-11 |   2.81e-12 | 2.8598e-12 | 2.0387e-06
235 | 3.5098e+70 | 5.7901 | 0.3988 | 0.4049 |  0.0015444 | 0.00026359 | 0.00026443 |    1.4326e-11 | 2.6366e-12 | 2.6495e-12 | 1.6802e-06
236 |  4.027e+70 | 5.9502 | 0.3884 | 0.3946 |  0.0014798 | 0.00024836 | 0.00024892 |    1.4106e-11 | 2.5402e-12 | 2.5505e-12 | 1.6468e-06
237 | 4.0618e+70 |  6.167 | 0.4175 |  0.426 |  0.0014446 | 0.00024599 |  0.0002469 |    1.4272e-11 | 2.6153e-12 | 2.6309e-12 | 1.8486e-06
238 |  4.092e+70 | 6.0165 | 0.4114 | 0.4192 |  0.0014282 | 0.00024462 | 0.00024553 |    1.3765e-11 | 2.5387e-12 | 2.5535e-12 | 1.7797e-06
239 | 4.2445e+70 | 5.9829 | 0.4291 |  0.438 |   0.001359 | 0.00023868 | 0.00023943 |    1.3025e-11 |  2.471e-12 | 2.4851e-12 | 1.8415e-06
240 | 4.3004e+70 | 5.7304 | 0.4013 | 0.4306 |  0.0013443 | 0.00024027 | 0.00024103 |    1.2341e-11 |  2.369e-12 | 2.3991e-12 | 1.7434e-06
241 | 4.9392e+70 | 5.6658 | 0.4146 | 0.4206 |  0.0012963 |  0.0002279 | 0.00022859 |    1.1766e-11 | 2.2406e-12 | 2.2512e-12 | 1.5668e-06
242 |  4.981e+70 | 6.4227 | 0.4413 | 0.4802 |  0.0012619 | 0.00022428 | 0.00022541 |    1.2984e-11 | 2.4741e-12 | 2.5143e-12 | 1.8507e-06
243 | 4.5307e+70 | 5.5366 |  0.392 | 0.4772 |  0.0012762 | 0.00023218 |   0.000238 |     1.132e-11 | 2.2098e-12 | 2.3255e-12 | 1.6092e-06
244 | 5.1825e+70 | 5.1962 | 0.3303 | 0.3933 |  0.0012161 | 0.00022477 | 0.00022766 |    1.0123e-11 | 1.9786e-12 | 2.0442e-12 | 1.3552e-06
245 | 5.3683e+70 | 5.3531 | 0.3468 | 0.4997 |  0.0011547 | 0.00022192 | 0.00022447 |    9.9025e-12 | 2.0083e-12 | 2.1354e-12 | 1.4186e-06
246 | 6.1544e+70 | 5.7418 | 0.4489 | 0.4783 |  0.0010926 | 0.00021032 | 0.00021092 |     1.005e-11 |  2.088e-12 |  2.113e-12 | 1.4561e-06
247 | 6.1792e+70 |  5.218 | 0.3651 | 0.5242 |  0.0010415 | 0.00020555 |  0.0002091 |    8.7058e-12 |  1.823e-12 | 1.9545e-12 |  1.274e-06
248 | 6.8505e+70 | 5.5347 | 0.4507 |  0.505 | 0.00098212 | 0.00019476 | 0.00020363 |    8.7081e-12 | 1.8668e-12 | 1.9726e-12 | 1.3682e-06
249 | 7.6857e+70 | 4.8982 | 0.3526 | 0.3609 |  0.0009325 | 0.00018856 | 0.00019117 |    7.3173e-12 | 1.5706e-12 |  1.594e-12 | 1.0829e-06
250 | 7.7888e+70 | 5.6099 | 0.4458 | 0.5457 | 0.00089396 | 0.00018025 | 0.00018199 |     8.034e-12 | 1.7412e-12 | 1.8126e-12 | 1.1039e-06
251 | 9.2325e+70 | 4.9812 | 0.3811 |  0.395 | 0.00085323 |  0.0001734 |   0.000176 |    6.8087e-12 | 1.4785e-12 | 1.5047e-12 | 1.0069e-06
252 | 8.6721e+70 | 4.8053 | 0.4072 | 0.4181 | 0.00082382 | 0.00017993 |   0.000183 |    6.3418e-12 | 1.4857e-12 |  1.513e-12 |  1.023e-06
253 |  8.979e+70 | 4.8839 | 0.4252 |  0.438 |  0.0007652 | 0.00016982 | 0.00017235 |    5.9869e-12 | 1.4272e-12 | 1.4514e-12 | 9.6515e-07
254 | 1.0204e+71 |  5.001 | 0.4355 | 0.4577 |  0.0007163 | 0.00016039 | 0.00016313 |    5.7387e-12 | 1.3787e-12 | 1.4085e-12 | 7.9469e-07
255 | 1.3201e+71 | 5.0587 | 0.4552 | 0.5751 | 0.00065893 | 0.00013885 | 0.00014092 |      5.34e-12 | 1.2236e-12 | 1.2934e-12 | 8.6527e-07
256 | 1.5285e+71 | 4.8072 | 0.4733 | 0.4824 | 0.00056998 | 0.00013739 | 0.00014022 |    4.3895e-12 | 1.1429e-12 | 1.1662e-12 |  6.086e-07
257 |  1.579e+71 | 4.2664 | 0.3351 | 0.6109 |  0.0005494 | 0.00014197 |  0.0001367 |     3.755e-12 | 1.0142e-12 |  1.078e-12 |  6.196e-07
258 | 1.7561e+71 | 4.1113 | 0.3534 | 0.5341 | 0.00049929 |   0.000124 | 0.00012699 |    3.2885e-12 | 8.6424e-13 | 9.3919e-13 |  5.026e-07
259 | 1.9244e+71 | 4.0998 |  0.387 | 0.5416 |   0.000464 | 0.00012059 | 0.00012423 |    3.0475e-12 | 8.4267e-13 | 9.0985e-13 | 5.0632e-07
260 | 2.2554e+71 |  4.099 | 0.3775 | 0.5094 |  0.0004049 | 0.00010876 | 0.00011139 |    2.6588e-12 |   7.55e-13 |  8.026e-13 | 3.7594e-07
261 | 2.6726e+71 | 3.9761 | 0.3845 | 0.4446 | 0.00035959 | 9.8355e-05 | 0.00010053 |    2.2905e-12 | 6.6449e-13 | 6.8967e-13 | 3.8526e-07
262 | 3.5105e+71 | 4.4193 | 0.5497 | 0.6306 | 0.00029912 | 8.5892e-05 | 9.0613e-05 |    2.1177e-12 | 6.6269e-13 | 7.0912e-13 | 3.3528e-07
263 | 5.3142e+71 |  2.794 | 0.4141 | 0.3576 | 0.00026505 | 8.3166e-05 | 9.9995e-05 |    1.1863e-12 | 4.1169e-13 | 4.7263e-13 | 2.0191e-07
264 | 7.6569e+71 | 2.4117 | 0.3609 | 0.2782 |  0.0002054 | 7.3266e-05 | 7.5872e-05 |    7.9359e-13 | 3.0697e-13 |  3.071e-13 | 1.2438e-07
265 | 1.0211e+72 | 1.9401 | 0.3959 |  0.214 | 0.00016881 | 6.7672e-05 | 7.1386e-05 |    5.2467e-13 | 2.3601e-13 | 2.2929e-13 | 8.4205e-08
266 | 1.8854e+72 | 1.8046 | 1.0041 | 0.1786 | 0.00016559 | 5.7687e-05 |  0.0001888 |    4.7872e-13 | 3.1427e-13 | 5.4787e-13 | 8.9958e-08
267 | 2.6169e+72 | 1.1413 | 0.2716 |  0.069 | 0.00015799 | 5.5043e-05 | 0.00011348 |    2.8887e-13 | 1.2188e-13 | 2.0821e-13 | 5.4726e-08
268 | 3.6287e+72 | 2.1991 | 1.2765 | 0.2773 | 0.00012478 | 4.2786e-05 | 9.3402e-05 |    4.3958e-13 | 2.9636e-13 | 3.3369e-13 | 9.1124e-08
269 | 6.6759e+72 | 0.8751 | 0.0856 | 0.0419 | 0.00011678 | 4.3501e-05 | 5.5416e-05 |    1.6372e-13 | 6.3053e-14 | 7.8083e-14 | 3.1588e-08
270 | 1.5794e+73 |   0.84 | 0.0406 | 0.0578 | 7.5497e-05 | 3.3662e-05 |   3.21e-05 |     1.016e-13 | 4.5564e-14 | 4.3758e-14 | 2.3069e-08
271 | 4.5991e+73 | 0.8994 | 0.1114 | 0.0513 | 2.9081e-05 | 1.8119e-05 | 1.8853e-05 |    4.1901e-14 | 2.6618e-14 | 2.7269e-14 | 2.0859e-07
272 | 4.3876e+66 | 5.6213 | 0.1495 | 0.1495 |    0.11273 |   0.016276 |   0.016276 |    1.0152e-09 | 1.4904e-10 | 1.4904e-10 | 1.4424e-05
273 | 1.1471e+67 | 4.1433 | 0.0917 | 0.0918 |    0.09357 |   0.014714 |   0.014758 |    6.2108e-10 | 9.8628e-11 | 9.8921e-11 | 1.0096e-05
274 | 1.5385e+67 | 3.8495 | 0.0847 | 0.0848 |   0.086686 |   0.013391 |   0.013445 |    5.3458e-10 | 8.3412e-11 | 8.3748e-11 | 9.9172e-06
275 | 1.5428e+67 |  3.723 | 0.0864 | 0.0864 |   0.085542 |   0.013513 |   0.013565 |     5.102e-10 | 8.1461e-11 | 8.1766e-11 | 1.0477e-05
276 | 1.9218e+67 | 3.7727 | 0.0826 | 0.0827 |   0.081344 |   0.012497 |    0.01255 |    4.9163e-10 | 7.6291e-11 | 7.6613e-11 | 1.0987e-05
277 | 2.4515e+67 | 3.9788 | 0.0823 | 0.0827 |   0.080256 |   0.011397 |   0.011435 |    5.1156e-10 | 7.3412e-11 | 7.3661e-11 | 1.1973e-05
278 | 2.8925e+67 | 4.1899 | 0.0825 | 0.0828 |   0.075081 |   0.010437 |   0.010492 |    5.0396e-10 | 7.0756e-11 | 7.1122e-11 | 1.2764e-05
279 | 3.3087e+67 | 4.2685 | 0.0811 | 0.1135 |   0.073046 |  0.0099131 |  0.0099528 |     4.995e-10 | 6.8448e-11 | 6.9343e-11 | 1.3248e-05
280 | 2.6867e+67 | 4.2777 | 0.0896 | 0.1331 |   0.074303 |   0.010532 |   0.010589 |    5.0919e-10 | 7.2958e-11 | 7.4273e-11 | 1.3667e-05
281 | 2.8281e+67 | 4.4259 | 0.1304 |  0.134 |   0.070369 |   0.010084 |   0.010129 |    4.9893e-10 | 7.2992e-11 | 7.3389e-11 | 1.3674e-05
282 | 3.2593e+67 | 4.7657 | 0.1338 | 0.1349 |   0.067616 |  0.0094267 |  0.0094711 |    5.1622e-10 | 7.3415e-11 |  7.377e-11 | 1.5008e-05
283 | 3.4951e+67 | 4.9492 | 0.1363 | 0.1374 |   0.065466 |   0.009109 |  0.0091552 |    5.1905e-10 | 7.3623e-11 | 7.4005e-11 | 1.5637e-05
