# Fit results (zeros indicate that no fitting was performed)
# Reg_no. kT1 kT1_loerr kT1_hierr Z1 Z1_loerr Z1_hierr norm1 norm1_loerr norm1_hierr nH_Gal nH_loerr nH_hierr red_chisq total_counts num_bins model
      0  7.7417 -0.9173  1.0075  0.2260 -0.1739  0.1803 1.6606e-04 -6.8854e-06 6.8435e-06  0.3100  0.0000  0.0000  1.1232   5604.5      185     '1T'
      1  6.7171 -0.6337  0.8554  0.1063 -0.1063  0.1490 1.4681e-04 -5.9982e-06 6.1619e-06  0.3100  0.0000  0.0000  0.9800   5727.6      191     '1T'
      2  6.7204 -0.6233  0.8528  0.2098 -0.1581  0.1721 1.3189e-04 -5.9348e-06 6.1741e-06  0.3100  0.0000  0.0000  1.2102   5721.9      189     '1T'
      3  6.3486 -0.6000  0.7287  0.2910 -0.1505  0.1590 1.1794e-04 -4.9900e-06 5.0523e-06  0.3100  0.0000  0.0000  1.0421   5695.0      186     '1T'
      4  6.7592 -0.5983  0.8578  0.2800 -0.1631  0.1743 1.2143e-04 -5.2414e-06 5.3323e-06  0.3100  0.0000  0.0000  0.9672   5870.0      190     '1T'
      5  5.5148 -0.4097  0.6109  0.1260 -0.1232  0.1329 1.1479e-04 -5.0036e-06 5.0992e-06  0.3100  0.0000  0.0000  1.0861   5802.6      190     '1T'
      6  6.0212 -0.6012  0.6095  0.3272 -0.1659  0.1850 9.6560e-05 -4.7953e-06 4.8586e-06  0.3100  0.0000  0.0000  1.1703   5727.9      195     '1T'
      7  6.2275 -0.6053  0.6212  0.2584 -0.1582  0.1709 8.9465e-05 -4.0848e-06 4.1352e-06  0.3100  0.0000  0.0000  1.1676   5889.4      197     '1T'
      8  5.7624 -0.5703  0.6369  0.1650 -0.1412  0.1517 8.7783e-05 -3.9752e-06 4.0172e-06  0.3100  0.0000  0.0000  1.0978   5641.4      190     '1T'
      9  5.2945 -0.4424  0.6226  0.1873 -0.1405  0.1519 7.9048e-05 -3.8687e-06 4.0400e-06  0.3100  0.0000  0.0000  1.0734   5598.0      193     '1T'
     10  4.9476 -0.4214  0.4305  0.3009 -0.1480  0.1633 7.4964e-05 -3.9651e-06 4.1352e-06  0.3100  0.0000  0.0000  0.9674   5714.4      196     '1T'
     11  4.9658 -0.4503  0.4492  0.0000 -0.0000  0.0604 7.5755e-05 -2.7147e-06 2.4925e-06  0.3100  0.0000  0.0000  0.8950   5609.9      195     '1T'
     12  4.8412 -0.4366  0.4548  0.0699 -0.0699  0.1316 7.1406e-05 -3.5983e-06 3.6427e-06  0.3100  0.0000  0.0000  1.0659   5773.3      201     '1T'
     13  4.4237 -0.3968  0.4524  0.0118 -0.0118  0.1177 6.8388e-05 -3.4309e-06 3.0158e-06  0.3100  0.0000  0.0000  1.2431   5554.5      194     '1T'
