# Fit results (zeros indicate that no fitting was performed)
# Reg_no. kT1 kT1_loerr kT1_hierr Z1 Z1_loerr Z1_hierr norm1 norm1_loerr norm1_hierr nH_Gal nH_loerr nH_hierr red_chisq total_counts num_bins model
      0  6.4336 -0.3079  0.3066  1.2800 -0.1790  0.1923 5.6708e-05 -2.1525e-06 2.1556e-06  0.3100  0.0000  0.0000  1.2508  10524.5      230     '1T'
      1  5.6779 -0.1951  0.1946  0.8786 -0.0809  0.0842 1.8054e-04 -3.7103e-06 3.7169e-06  0.3100  0.0000  0.0000  1.3839  29814.1      363     '1T'
      2  5.3214 -0.1377  0.1601  0.6736 -0.0674  0.0695 1.9831e-04 -3.8151e-06 3.8519e-06  0.3100  0.0000  0.0000  1.1530  30573.3      350     '1T'
      3  5.5705 -0.2102  0.2107  0.7132 -0.0759  0.0790 1.6699e-04 -3.4559e-06 3.4671e-06  0.3100  0.0000  0.0000  1.2376  26295.0      345     '1T'
      4  5.4985 -0.1756  0.2015  0.6584 -0.0692  0.0716 1.8525e-04 -3.6011e-06 3.6209e-06  0.3100  0.0000  0.0000  1.0649  28907.2      352     '1T'
      5  6.1585 -0.1936  0.1927  0.8742 -0.0859  0.0891 1.7753e-04 -3.6734e-06 3.6924e-06  0.3100  0.0000  0.0000  1.1832  29532.2      361     '1T'
      6  6.1011 -0.1988  0.1996  0.6414 -0.0721  0.0748 1.9012e-04 -3.5862e-06 3.5966e-06  0.3100  0.0000  0.0000  1.2252  30236.9      358     '1T'
      7  6.2454 -0.1948  0.1952  0.6405 -0.0691  0.0712 2.0234e-04 -3.6255e-06 3.6380e-06  0.3100  0.0000  0.0000  1.1826  32565.6      367     '1T'
      8  6.3972 -0.2134  0.2138  0.6881 -0.0811  0.0840 1.6180e-04 -3.2863e-06 3.3055e-06  0.3100  0.0000  0.0000  1.3498  26320.3      348     '1T'
      9  6.0816 -0.2100  0.2104  0.7039 -0.0805  0.0837 1.6552e-04 -3.4378e-06 3.4479e-06  0.3100  0.0000  0.0000  1.1055  26255.9      342     '1T'
     10  6.3835 -0.2051  0.2057  0.7308 -0.0814  0.0844 1.7552e-04 -3.5168e-06 3.5248e-06  0.3100  0.0000  0.0000  1.1971  27807.6      349     '1T'
     11  6.5434 -0.2107  0.2108  0.7097 -0.0810  0.0839 1.7563e-04 -3.4776e-06 3.4884e-06  0.3100  0.0000  0.0000  1.1384  27015.1      351     '1T'
     12  6.4135 -0.2178  0.2193  0.5715 -0.0738  0.0763 1.8235e-04 -3.4978e-06 3.5102e-06  0.3100  0.0000  0.0000  1.1049  26802.6      346     '1T'
     13  6.4873 -0.2194  0.2196  0.6652 -0.0811  0.0841 1.7832e-04 -3.6160e-06 3.6257e-06  0.3100  0.0000  0.0000  1.1648  25700.8      346     '1T'
     14  6.5017 -0.2220  0.2232  0.5788 -0.0759  0.0786 1.8867e-04 -3.6858e-06 3.6983e-06  0.3100  0.0000  0.0000  1.1112  25883.1      345     '1T'
     15  6.6018 -0.1989  0.1998  0.5897 -0.0684  0.0705 2.5445e-04 -4.4264e-06 4.4395e-06  0.3100  0.0000  0.0000  1.2026  32599.7      369     '1T'
     16  6.5030 -0.1962  0.1968  0.7001 -0.0758  0.0785 2.4594e-04 -4.5902e-06 4.6033e-06  0.3100  0.0000  0.0000  1.0718  31320.5      367     '1T'
     17  6.5907 -0.2116  0.2124  0.5645 -0.0729  0.0753 2.3721e-04 -4.4236e-06 4.4535e-06  0.3100  0.0000  0.0000  1.2241  28904.8      358     '1T'
     18  6.5697 -0.2180  0.2184  0.6032 -0.0753  0.0779 2.2864e-04 -4.3705e-06 4.3855e-06  0.3100  0.0000  0.0000  1.0869  27195.2      351     '1T'
     19  6.7326 -0.2311  0.2984  0.5654 -0.0771  0.0796 2.1033e-04 -4.0783e-06 4.0952e-06  0.3100  0.0000  0.0000  1.0445  25113.8      348     '1T'
     20  7.1686 -0.3216  0.3223  0.5457 -0.0719  0.0745 2.5371e-04 -4.4473e-06 4.4435e-06  0.3100  0.0000  0.0000  1.0779  30763.8      367     '1T'
     21  6.9558 -0.2380  0.3365  0.5027 -0.0710  0.0734 2.3472e-04 -4.2226e-06 4.2101e-06  0.3100  0.0000  0.0000  1.0936  28526.0      356     '1T'
     22  6.9129 -0.2298  0.3414  0.5644 -0.0751  0.0780 2.1724e-04 -4.0397e-06 4.0360e-06  0.3100  0.0000  0.0000  0.9732  27582.9      357     '1T'
     23  7.4719 -0.3687  0.3703  0.4349 -0.0742  0.0768 1.9415e-04 -3.6023e-06 3.6073e-06  0.3100  0.0000  0.0000  0.9375  25405.0      356     '1T'
     24  7.4285 -0.3434  0.3454  0.4149 -0.0688  0.0706 2.2172e-04 -3.8119e-06 3.8133e-06  0.3100  0.0000  0.0000  0.9523  29334.0      368     '1T'
     25  7.5852 -0.3515  0.3544  0.3106 -0.0643  0.0659 2.2355e-04 -3.7050e-06 3.7082e-06  0.3100  0.0000  0.0000  1.0776  29360.2      364     '1T'
     26  7.6154 -0.3571  0.3615  0.2121 -0.0584  0.0591 2.2648e-04 -3.5155e-06 3.5201e-06  0.3100  0.0000  0.0000  1.2957  29578.6      362     '1T'
     27  7.4925 -0.3745  0.3783  0.2859 -0.0660  0.0674 1.9186e-04 -3.3051e-06 3.3091e-06  0.3100  0.0000  0.0000  0.9303  26005.3      354     '1T'
     28  7.7339 -0.3760  0.3820  0.1768 -0.0595  0.0604 2.0558e-04 -3.2856e-06 3.2781e-06  0.3100  0.0000  0.0000  1.1628  27518.2      361     '1T'
